stock_code,revenue,s_fa_eps_basic,du_profit,plus_net_invest_inc,net_cash_flows_oper_act,net_cash_flows_inv_act,net_roe,total_roe,RSI,VOL,WILLR,y,date
002081.SZ,15731427328,0.224600002,666730048,0,195953824,96000296,4.341700077,1.69630003,61.83930232,0.007704846,-34.18367347,-0.092105263,20190404
002142.SZ,25314320384,0.649999976,0,0,18000979968,-79867494400,3.929399967,0.300300002,77.17166418,0.004184661,-3.359683794,-0.022746781,20190404
002146.SZ,38704013312,0.180000007,1042125376,-23751068,2273669376,-4843266048,2.266900063,0.312700003,61.14140122,0.012587791,-12.87878788,-0.082616179,20190404
002153.SZ,1964764544,0.07,48846388,7205026.5,71253424,-1311041152,0.872699976,0.729600012,51.75097118,0.018557276,-35.88516746,-0.046268657,20190404
002174.SZ,2433419520,0.200000003,185355440,-17890038,456316096,-566393152,3.646899939,2.256700039,59.8366918,0.023307136,-48.99598394,-0.107413648,20190404
002202.SZ,25129455616,0.057399999,574844992,210310416,3081034240,-7155532800,0.914200008,0.310799986,35.6862518,0.011810711,-80.96885813,-0.086797958,20190404
002230.SZ,3386718976,0.050000001,178203632,-3366858.25,-647413184,-1285362688,1.246899962,0.816900015,47.29979726,0.034700496,-32.67973856,-0.062734584,20190404
002236.SZ,18844459008,0.109999999,437467648,-37464812,914231360,-294912608,2.43479991,1.183799982,53.80734269,0.033704039,-18.53658537,-0.019744483,20190404
002241.SZ,17260042240,0.059999999,338588000,629931.25,1353317888,-2615758848,1.317600012,0.694899976,58.74864902,0.030571735,-40,0.054441261,20190404
002252.SZ,1467616512,0.039999999,257166080,4763190,214598592,-834726656,1.972000003,1.909100056,56.03747543,0.024789652,-29.01234568,-0.049707602,20190404
002292.SZ,2645413632,0.039999999,99466200,-3984007.5,84346848,-380648640,1.498200059,0.908399999,58.71905081,0.057666812,-50,-0.045936396,20190404
002294.SZ,4153776640,0.310000002,388603872,-2089125.875,1457722368,-1203325696,4.605700016,3.99819994,55.81090204,0.018732259,-61.83431953,-0.091479159,20190404
002304.SZ,16878325760,2.668100119,5356507136,-1005934.188,4289386240,-1625473024,10.62989998,8.110799789,55.37653061,0.008056899,-30.84163898,-0.03384,20190404
002310.SZ,8635428864,-0.100199997,-48356452,-5207490.5,723445888,-2291893760,-2.154700041,-0.6505,45.85067243,0.044646605,-26.88172043,-0.121359223,20190404
002352.SZ,71272636416,0.289999992,1736671360,-125212856,6333932544,-3630268416,3.369400024,1.645799994,46.04018821,0.001771618,-55.25291829,-0.027199556,20190404
002385.SZ,13385238528,-0.01,29126978,-1114814,-57626764,-1300240000,-0.397799999,-0.306100011,67.9787395,0.030877415,-14.81481481,0.413612565,20190404
002411.SZ,3291548160,0.101000004,305803424,0,701387200,-2922665728,1.59920001,0.789200008,33.57479428,0.009721893,-60.28708134,-0.024697581,20190404
002415.SZ,27729741824,0.167999998,2000538624,3502450.75,95849568,2657270784,3.916300058,2.447599888,50.97679106,0.005338427,-40.38461538,-0.088062622,20190404
002424.SZ,1747573504,0.109999999,190692384,0,-318885696,-200906640,3.894900084,2.526900053,62.82768264,0.019113288,-20.68965517,0.050966608,20190404
002426.SZ,11919599616,-0.049600001,-94803592,-20783996,-450255104,-2255680000,-2.193500042,-0.937900007,43.37514289,0.024163894,-40.81632653,-0.047752809,20190404
002450.SZ,9450631168,-0.090000004,-128415112,-10877236,2250366720,-3573586176,-1.715499997,-0.906099975,36.12298138,0.039080305,-74.78991597,-0.043844857,20190404
002456.SZ,24457082880,-0.095299996,-122079968,-3068489.5,-1037129664,-3472034560,-3.074800014,-0.672999978,55.8216865,0.055010418,-14.28571429,-0.09483871,20190404
002460.SZ,4383446016,0.219999999,343299168,25959028,503866080,-840192320,3.102799892,1.852499962,56.9507863,0.075938163,-28.97196262,-0.054008152,20190404
002465.SZ,2257017856,0.01,31875884,68551840,-450809152,-343196224,0.367700011,0.204999998,59.23084527,0.021936717,-16.07142857,-0.052930057,20190404
002466.SZ,5469848576,0.100000001,901062464,20449406,3095218944,-1469408000,1.097000003,0.64139998,52.67712224,0.023369846,-16.03960396,-0.091346154,20190404
002468.SZ,8564630016,0.270000011,526664352,0,677101568,-1004264192,4.55009985,3.373600006,63.55709023,0.011676932,-8.128544423,-0.074074074,20190404
002470.SZ,18917865472,0.079999998,333592736,50742472,1268376960,-509051552,2.558799982,1.059100032,44.91313667,0.004514991,-53.57142857,-0.094736842,20190404
002475.SZ,13898499072,0.150000006,854627008,6707493.5,101053176,-1702925184,3.824800014,1.733500004,67.41658935,0.007689119,-15.5216285,0.056640625,20190404
002500.SZ,3401137920,0.091300003,0,0,-59701656,-142809792,2.052900076,0.425399989,64.32383102,0.032243361,-19.33962264,-0.051741294,20190404
002508.SZ,4987929600,0.340000004,364505152,-1055404,809895168,-1714082816,5.019199848,3.401299953,64.41925461,0.020201449,-20.32520325,-0.106268657,20190404
002555.SZ,4464397824,0.209999993,550999040,-13786655,1415971968,-1460714496,7.081399918,5.677400112,50.87677868,0.021883606,-53.73134328,-0.019579405,20190404
002558.SZ,2048938624,0.140000001,318046080,62914032,1136068352,-682293504,3.013099909,2.726799965,47.9285389,0.008350473,-68.50828729,-0.11389013,20190404
002572.SZ,6161444352,0.116999999,128539800,0,1242681600,-919797120,2.385299921,1.236700058,66.26626893,0.031497562,-24.33566434,-0.15713196,20190404
002594.SZ,1.06E+11,0.25,2213929984,-224522000,6578825216,-16175022080,1.326699972,0.451700002,53.91421587,0.01349611,-47.84853701,0.053632905,20190404
002601.SZ,7614842368,0.319999993,827612992,237625.7344,1212286464,-1179667968,4.803100109,2.893199921,73.52858121,0.008534008,-11.51515152,-0.06618465,20190404
002602.SZ,2461092864,0.090000004,226574144,0,85614464,120282880,1.421599984,1.179399967,37.45407438,0.005043975,-62.75862069,0.016332982,20190404
002608.SZ,14512831488,0.289999992,1938912128,660000000,2449939968,-2135469056,4.350999832,2.556999922,53.76430371,0.004658951,-20.91503268,-0.081316554,20190404
002624.SZ,5524268032,0.370000005,628168448,133760088,207897472,1106211200,5.47179985,3.040199995,47.8027668,0.008941461,-88.7063655,-0.031045752,20190404
002673.SZ,2243003392,0.170000002,0,-1551338.125,-4082078976,-200598864,3.250200033,1.087200046,60.95459496,0.033223303,-16.66666667,-0.042323651,20190404
002714.SZ,10042416128,-0.25999999,-376599552,6991208.5,1787136000,-6441395712,-4.604400158,-1.827399969,69.61373855,0.017147379,-12.52399232,-0.019046255,20190404
002736.SZ,8744237056,0.219999999,0,273583456,-4143280128,-250076912,3.4454,0.829200029,63.09014102,0.00675156,-13.43283582,-0.038406828,20190404
002739.SZ,10185222144,0.2421,555501824,8712502,1402323200,-2083058560,3.289400101,1.828600049,46.70325731,0.013924491,-48.23529412,0.148148148,20190404
002797.SZ,1953590272,0.079999998,0,124722824,458169536,-275489952,3.233500004,0.886399984,56.43301618,0.042990699,-19.64285714,-0.057881773,20190404
002831.SZ,6947740672,0.387600005,259308912,0,593661696,-1764063360,2.673300028,1.442999959,57.77866602,0.009915138,-75.55296857,-0.051081944,20190404
002839.SZ,1846499456,0.140000001,0,66884500,3338499840,-4884684800,2.542099953,0.218700007,51.45046375,0.0360768,-25.30120482,-0.043235704,20190404
002841.SZ,10867607552,0.289999992,173731568,-501690.125,917092032,-730247872,4.990699768,2.573299885,54.2224914,0.003845048,-42.32804233,-0.067068479,20190404
300003.SZ,4537642496,0.328799993,776201088,-12525911,913132544,-1700206464,8.510299683,3.732500076,57.69644125,0.019204907,-25.99118943,-0.035817656,20190404
300015.SZ,4382404096,0.126399994,448975424,0,759349632,-2062630144,4.994699955,3.11500001,54.23315315,0.005327011,-34.33242507,0.039285714,20190404
300017.SZ,5372670976,0.045400001,124418632,-5298701.5,638580416,-313370272,1.271900058,0.876100004,56.33623925,0.118494924,-1.376146789,-0.03202847,20190404
300024.SZ,2455064064,0.043200001,84610376,-14845722,-386017760,-531841248,1.084499955,0.638000011,54.71017563,0.024132563,-33.33333333,-0.054259635,20190404
300027.SZ,2419301376,-0.029999999,-70445176,81869848,-328093344,-145837040,-1.111299992,-0.690699995,52.84625212,0.021674246,-14.51612903,-0.01384083,20190404
300033.SZ,1409698304,0.189999998,90575520,0,582728896,22150140,3.163300037,2.433399916,71.12974877,0.054528896,-19.27351586,-0.126805509,20190404
300059.SZ,2546785280,0.074100003,491786368,83920168,-6159926272,-69637592,2.108799934,0.744599998,50.49108571,0.056786608,-27.63532764,-0.072019465,20190404
300070.SZ,5405890560,0.026000001,312984928,0,-2207765504,-4662652928,0.440400004,0.150999993,47.10363319,0.024415338,-10.41666667,-0.050761421,20190404
300072.SZ,17136206848,0.005,152311392,815527.3125,-2727714816,75372232,0.113700002,0.079400003,47.76359539,0.017585235,-17.48251748,0.050134288,20190404
300122.SZ,1342568576,0.313800007,594897216,0,203609680,-250653856,10.72109985,6.599199772,45.85886238,0.022092812,-83.06818182,-0.015320639,20190404
300124.SZ,3129624320,0.079999998,156982384,-9341196,304205792,-689085376,1.983800054,1.358199954,62.63464539,0.007246081,0,-0.063431542,20190404
300136.SZ,2482098688,0.247199997,293545696,0,489504224,-464963808,6.166100025,3.34559989,44.95904974,0.059627301,-35.91731266,0.035859269,20190404
300144.SZ,3023831296,0.254900008,458342688,4201481,1764016896,-934504000,4.004300117,3.412100077,61.69730577,0.012513887,-18.01801802,-0.067359667,20190404
300251.SZ,1549262080,0.029999999,106199760,53743320,20384170,-470094624,1.065000057,0.866900027,49.95561771,0.015782458,-28.08988764,-0.093645485,20190404
300315.SZ,1279032960,0.07,211957504,18588256,404847296,-234057376,3.399100065,3.06430006,55.56242533,0.03172921,-28.07017544,0.007042254,20190404
600000.SH,1.69E+11,0.529999971,0,97000000,-1.41E+11,37800001536,3.368599892,0.259000003,51.73264262,0.001577685,0,-0.007685739,20190404
600008.SH,9285020672,0.020400001,471109952,135068848,952438464,-4835306496,0.655700028,0.162799999,58.86451335,0.011007176,-13.95348837,-0.04576659,20190404
600009.SH,8062379008,0.720000029,1781625472,968474624,4114021120,-1689966080,4.694099903,4.562099934,66.07635584,0.007145193,-38.43813387,0.085184593,20190404
600010.SH,34881712128,0.0107,1313611264,45171304,3889498880,-515019136,0.919399977,0.332599998,53.97262421,0.014347935,-17.64705882,-0.042328042,20190404
600011.SH,1.70E+11,0.159999996,7402300416,1851522432,28891889664,-20527716352,3.081500053,0.889699996,35.77398363,0.003595947,-21.21212121,-0.007496252,20190404
600015.SH,50086998016,0.239999995,0,0,-1.01E+11,-84181999616,2.159800053,0.169599995,55.83302062,0.003846805,-7.272727273,-0.007009346,20190404
600016.SH,1.44E+11,0.360000014,0,0,-2.57E+11,1.24E+11,3.614599943,0.261999995,49.05062852,0.003708794,-6.976744186,-0.018292683,20190404
600018.SH,37423947776,0.082900003,2860712448,1672351872,9610730496,1815169024,2.410399914,1.50880003,82.71186815,0.002634648,0,-0.042841037,20190404
600019.SH,1.46E+11,0.119999997,4153737216,415778656,13128382464,-3870854912,1.522400022,0.871900022,56.65962343,0.003455265,-14.45783133,-0.025773196,20190404
600021.SH,14630333440,0.103100002,1217257216,424674336,2333610752,-4848863744,1.673599958,0.487500012,57.25836522,0.005365747,-13.25301205,-0.009544008,20190404
600023.SH,37583712256,0.079999998,1683242368,1648124416,7291451904,-5081185792,1.684599996,1.064599991,58.50434907,0.002420597,-21.875,-0.02994012,20190404
600028.SH,2.89E+12,0.122000001,26339999744,0,1.76E+11,-66422001664,1.995900035,1.084699988,49.06894958,0.001716689,-21.95121951,-0.018549747,20190404
600029.SH,99612999680,0.219999999,3732999936,433000000,19584999424,-20508000256,4.122399807,1.06340003,71.11844172,0.013113847,-3.174603175,-0.133678756,20190404
600030.SH,43291635712,0.349999994,0,604048768,-1.04E+11,28272721920,2.696099997,0.656899989,57.52159354,0.032281335,-10.57934509,-0.07,20190404
600031.SH,7612425216,0.412699997,4098692096,46577000,10526899200,-10765147136,8.313199997,4.223400116,65.67635297,0.018154734,-15.90909091,-0.077095808,20190404
600036.SH,2.21E+11,1,0,998000000,-5660000256,-84470996992,4.459000111,0.376599997,70.58477332,0.00313316,-9.292929293,0.005900534,20190404
600038.SH,12048108544,0.133699998,91068696,1066306.875,613590848,-121107688,1.009600043,0.315899998,52.62240267,0.015097967,-46.47651007,-0.097530608,20190404
600048.SH,75557830656,0.200000003,5664445440,855557824,-30844823552,-5062878208,1.868600011,0.382600009,55.49091618,0.011640597,-29.44444444,-0.081786942,20190404
600050.SH,0,0.0524,5048854016,0,94829723648,-61167017984,1.147799969,0.661199987,51.81195412,0.014885599,-33.87096774,0.027496382,20190404
600061.SH,10333855744,0.289999992,1859522944,99682792,-13924838400,-538347968,3.221800089,0.799499989,59.66471236,0.007899754,-20.30075188,-0.038385175,20190404
600066.SH,32510783488,0.140000001,462371648,32853540,-1748962176,-818507904,1.82980001,0.871100008,64.94277554,0.01829183,-14.33224756,0.059349075,20190404
600068.SH,17050513408,0.119999997,2032828288,34712464,3055278080,-377907520,1.601799965,0.50029999,62.8144178,0.016332441,-13.97849462,-0.049032258,20190404
600074.SH,2274554880,-0.029999999,-1030524.563,-14701906,-1494197760,-187984608,0,-8.557800293,49.24522439,0.027464635,-81.25,-0.162601626,20190404
600085.SH,2917186048,0.254999995,673816320,0,488147872,261570272,3.642699957,2.74029994,53.0351995,0.00748757,-21.63461538,0.046905537,20190404
600089.SH,6479289344,0.120800003,838808128,30087394,-1029234432,-364563232,1.351199985,0.557500005,58.29793484,0.018820504,-13.43283582,-0.036172695,20190404
600100.SH,3284229632,0.182099998,1007516352,99986672,-3614981120,-1108701056,3.209599972,0.782299995,71.35923023,0.018552156,-17.29957806,-0.163146395,20190404
600104.SH,8.71E+11,0.70599997,12744923136,28303552512,24301072384,-10911784960,3.360800028,1.400599957,60.70631158,0.004340613,-8.629441624,-0.006641035,20190404
600109.SH,3434859008,0.133000001,0,-33950840,-10507819008,1069699712,2.007699966,0.79519999,65.49281965,0.037238223,-14.55223881,-0.063018242,20190404
600111.SH,7093409280,0.032900002,260893936,-4085728.5,465561888,3375688.5,1.274099946,0.483500004,58.52222136,0.023283087,-15.07936508,-0.020373514,20190404
600115.SH,69703000064,0.140000001,3088000000,231000000,22338000896,-12780000256,3.584399939,0.8398,80.15118386,0.010058731,0,-0.140776699,20190404
600118.SH,22954966,0.059999999,72829784,71464.4375,-26509154,13566614,1.180400014,0.66900003,62.54884061,0.024241293,-46.81933842,-0.064234132,20190404
600153.SH,91634630656,0.159999996,916940800,78618544,-4075929600,-1135525376,1.570899963,0.240999997,66.61768111,0.010711923,-1.342281879,0.048008172,20190404
600157.SH,17154809856,0.0026,1158455936,20188622,3368125440,-5230094848,0.134299994,0.0572,56.77965551,0.036037363,-22.5,0.055793991,20190404
600170.SH,1.71E+11,0.140000001,2414722304,35456072,2395957504,-4282863104,4.075500011,0.761799991,64.84084292,0.00879812,-1.923076923,-0.082125604,20190404
600177.SH,0,0.209999993,1203355520,778171648,-31557200,225587424,2.589099884,0.993799984,60.13101299,0.007110569,-33.67346939,-0.033826638,20190404
600188.SH,23526445056,0.469900012,4726094848,692337984,7647941120,-9608238080,3.635900021,1.506000042,69.32123231,0.011609334,-3.883495146,-0.027363184,20190404
600196.SH,33069056,0.280000001,1242439424,1590753280,2950105088,-5244914688,2.480099916,1.1875,50.27848051,0.019484335,-38.15261044,-0.015873016,20190404
600208.SH,9324876800,0.093999997,1341485696,2102295168,546393088,-5896117248,2.349999905,0.564300001,57.48163013,0.013468115,-27.02702703,-0.083333333,20190404
600219.SH,13556880384,0.02,485522816,35617796,692005056,-1298746752,0.659200013,0.518899977,59.09503453,0.013844959,-21.875,-0.049469965,20190404
600221.SH,15938705408,0.0678,2176528896,177366000,13230256128,-8185004032,2.095700026,0.607500017,63.02891911,0.011608054,-11.62790698,-0.090163934,20190404
600233.SH,0,0.1294,501356192,0,284083680,-548897280,3.074899912,1.843199968,55.42131609,0.003229252,-21.73913043,0.00070922,20190404
600271.SH,27940083712,0.280000001,805645760,8030579,501409888,1118275200,4.403999805,3.117000103,57.0161974,0.020565965,-22.6044226,-0.074542429,20190404
600276.SH,16604518400,0.270000011,1382711680,0,2774212608,-2855509504,5.838900089,5.242499828,39.22353881,0.004720619,-64.67353952,-0.049742969,20190404
600297.SH,1.20E+11,0.100000001,1984262656,-14704422,-10004420608,-1297511936,2.126499891,0.701600015,57.39952533,0.004635823,-21.42857143,0.009363296,20190404
600309.SH,16644864000,0.889999986,3860322048,17487860,15519427584,-7179636224,6.823500156,3.467299938,65.58358749,0.031826094,-17.0990566,-0.012861058,20190404
600332.SH,20954224640,0.86500001,1812295168,281264672,1049473920,-561803136,6.092199802,2.837199926,55.33722981,0.011704965,-38.88888889,0.064722435,20190404
600340.SH,30889869312,0.970000029,4582985728,44710884,-22431868928,-25336440832,6.413300037,0.718400002,48.76409938,0.007782944,-21.05263158,-0.00377596,20190404
600352.SH,1933938432,0.395200014,1642609408,-2139000.75,1361757952,235380400,5.867199898,2.448899984,95.59821635,0.055099042,-3.046594982,-0.104347826,20190404
600362.SH,2.05E+11,0.209999993,1014522688,33092860,1532056704,-2318633984,1.470299959,0.733699977,57.36511459,0.015327047,-22.16748768,-0.025794841,20190404
600369.SH,2744154368,0.07,0,175284640,-4161236992,4330453504,2.160200119,0.638199985,57.41869617,0.017339634,-10.12658228,0.005163511,20190404
600372.SH,7023114752,-0.021299999,49748032,3845689.75,-80386728,379334880,-0.494199991,-0.164399996,54.91559282,0.009762646,-18.1372549,-0.040160643,20190404
600373.SH,11512674304,0.360000014,543551616,43676848,1503187072,-2519375104,3.604500055,1.998600006,55.73781135,0.014016721,-36.75213675,-0.106649937,20190404
600376.SH,15175247872,0.099600002,2215313664,-83497272,-13302820864,-4199973632,1.160300016,0.415699989,66.78074697,0.008258473,-31.3559322,-0.058884298,20190404
600383.SH,184311968,0.330000013,2569820928,-20377998,-7421124608,6672003584,3.128400087,0.649500012,62.39846352,0.010953409,-18.01801802,-0.126404494,20190404
600390.SH,512294208,0.270000011,1542853376,0,-53470068,-133658992,3.068300009,0.955500007,55.4340916,0.006381463,-27.69953052,0.017415215,20190404
600406.SH,13702255616,0.02,149750736,0,-1411447808,3337189,0.274800003,0.172999993,58.85415708,0.015683907,-43.50282486,-0.004205607,20190404
600415.SH,2032767360,0.039999999,384381312,-28351346,-36020816,847041408,1.675799966,0.697099984,54.86615467,0.006355196,-27.41935484,-0.061876248,20190404
600436.SH,2744696320,0.670000017,483820672,12171181,708009152,89146648,7.339099884,5.873799801,68.44383894,0.009232606,-2.714164546,-0.020931803,20190404
600482.SH,19265988608,0.100000001,252550320,-7382001,-776590528,-280414016,0.684000015,0.316799998,62.61415774,0.012086405,-26.87813022,-0.089007092,20190404
600485.SH,2326751488,-0.07,-109654040,16579350,-680218240,133732392,-2.968499899,-1.105100036,0,0,0,,20190404
600489.SH,25305251840,0.01,334922112,47775136,483370816,-920221632,0.237299994,0.3935,52.24390218,0.014754053,-21.875,-0.06561086,20190404
600498.SH,15431567360,0.140000001,239076000,71662624,-2496892416,-294651264,1.638499975,0.551100016,42.14664569,0.027347396,-37.45583039,0.023666772,20190404
600518.SH,19514525696,0.045000002,786700736,55335260,1525752576,-710027200,0.7773,0.294099987,56.72792251,0.038046741,-29.05660377,-0.006849315,20190404
600519.SH,61062758400,8.930000305,15888347136,0,41385234432,-1628962688,9.04529953,7.453499794,66.02353111,0.004013277,-3.7672866,0.121387283,20190404
600522.SH,23660740608,0.167899996,721590336,22303754,-234687456,-1619978752,2.548000097,1.521499991,54.07525965,0.023884299,-10.52631579,0.052935515,20190404
600535.SH,3666692352,0.297100008,669836288,-2607319.25,-926989.875,-816758272,4.072800159,1.819499969,55.58058593,0.013487235,-39.71014493,-0.055322716,20190404
600547.SH,51041304576,0.170000002,720147200,34024332,2927165952,-3765468160,1.669700027,0.894599974,47.40615874,0.012748937,-45.70446735,-0.073783359,20190404
600549.SH,2809615872,-0.0187,168224064,29264092,-237855808,-78647288,-0.363400012,0.1109,58.62222576,0.018714577,-23.92638037,-0.066624365,20190404
600570.SH,3262879232,0.639999986,442426048,59531956,728833152,-660168128,11.06169987,6.175199986,59.22706642,0.032227399,-31.20285828,-0.071201069,20190404
600583.SH,10252536832,-0.059999999,-280295200,-91269584,-1443717888,2278182656,-1.152099967,-0.884599984,63.16299318,0.007336998,-23.17073171,-0.065349544,20190404
600585.SH,75310817280,1.149999976,7759904256,120063240,17363025920,-5202647552,5.118299961,4.110199928,71.57294754,0.010925336,-12.17765043,-0.02932062,20190404
600588.SH,7703495168,0.029999999,160208768,27632868,826329728,-1805008256,1.304700017,0.680499971,57.25231548,0.013112268,-25.68627451,-0.046687168,20190404
600606.SH,2.33E+11,0.360000014,8793291776,360170016,33713008640,-8768986112,5.910699844,0.544799984,59.98375942,0.00777898,-23.85321101,-0.067164179,20190404
600637.SH,9280807936,0.164700001,659064256,169014688,825994240,-682720256,1.956699967,1.562399983,53.26574751,0.015520519,-40.22988506,-0.069045772,20190404
600649.SH,3215164160,0.119999997,377140224,254277760,-265519824,-1165497088,1.614300013,0.831700027,66.967513,0.01485896,-2.479338843,-0.062140391,20190404
600660.SH,4826344448,0.239999995,909154560,4649233,382108448,3555818240,2.924700022,1.638499975,55.79519003,0.010287556,-26.1627907,0.058190514,20190404
600663.SH,2182882304,0.259299994,1707754112,38177676,2003208960,1093023104,5.131299973,1.249899983,60.13125877,0.00478864,-32.97587131,-0.048854962,20190404
600674.SH,552699136,0.170000002,851377024,2881255168,13329970,1346780032,2.893399954,2.325599909,55.93639355,0.003909768,-33.33333333,-0.048472076,20190404
600682.SH,1451905536,0.25,478990304,1069124.25,261935376,-404115584,2.392100096,1.682199955,58.89710584,0.028415234,-57.95454545,-0.087968952,20190404
600685.SH,160111824,-0.147599995,-200438304,825284.8125,-1544910080,-1792361728,-2.192199945,-0.60769999,44.65429428,0.019484593,-87.2611465,,20190404
600688.SH,80116105216,0.056000002,627838016,816630976,6695098880,-1928369024,1.970299959,1.39470005,57.26534517,0.002555174,-18.86792453,-0.017667845,20190404
600690.SH,2429040640,0.335000008,3592867072,0,-1937452544,-392111936,5.200699806,1.549499989,58.03268564,0.008790974,-8,-0.042214912,20190404
600703.SH,6393320448,0.150000006,735815552,5305695.5,2955101184,-4059922688,2.84100008,1.997099996,51.39092393,0.026030779,-41.11675127,-0.047207447,20190404
600704.SH,1.93E+11,0.190599993,1781716352,107239312,21973106,-1253419776,3.66079998,1.210800052,59.57560187,0.006241522,-17.07317073,-0.00660066,20190404
600705.SH,0,0.090000004,1797635584,0,-34916216,-10769064960,2.718499899,0.372700006,63.62031428,0.01569753,-16.10738255,-0.064801178,20190404
600739.SH,14170202112,0.402500004,839299008,742076800,-561595136,1131280256,2.921299934,1.753499985,57.62540457,0.024328258,-29.05027933,-0.043591412,20190404
600741.SH,43116220,0.584999979,2591947520,1769601920,9376138240,-6818507264,3.875699997,1.738199949,67.30196043,0.006921051,-6.744186047,0.045243129,20190404
600795.SH,44281921536,0.07,5584303616,1712181376,13964270592,-8565286400,2.62409997,0.790499985,56.48458002,0.005624188,-5.555555556,-0.014388489,20190404
600804.SH,5232264704,0.029999999,117319664,0,2721022464,-2710892800,0.742200017,0.212899998,48.43641339,0.038453257,-46.32352941,0.08317757,20190404
600816.SH,4190208512,0.057100002,0,76282168,674792256,-1892229504,2.435899973,1.002799988,46.33050164,0.030813875,-42.01680672,-0.045760431,20190404
600820.SH,649260160,0.129999995,664923200,0,1289591296,546742656,1.98150003,0.542800009,61.41985168,0.009078682,-16.47058824,-0.056410256,20190404
600827.SH,35089436672,0.180000007,643816576,52903256,1774428160,-1539102720,1.861199975,1.047000051,63.50974925,0.007507561,-7.518796992,-0.057798165,20190404
600837.SH,11623016448,0.330000013,0,195531152,-5015557632,-6771226112,3.073800087,0.690900028,68.11985571,0.026122576,-6.725146199,-0.103034134,20190404
600871.SH,58409078784,0.01,551523008,26483000,404760992,-1011944000,3.071899891,0.303200006,84.78777767,0.005168588,0,-0.120845921,20190404
600886.SH,31643064320,0.147300005,3589009408,345673568,18141040640,-11176442880,2.702600002,0.917699993,59.63452413,0.005656951,-18.18181818,-0.033642691,20190404
600887.SH,80389144576,0.370000005,2623339264,144191440,2276871680,-398950784,8.649800301,4.558000088,62.51662871,0.010663146,-17.8125,0.0322364,20190404
600893.SH,23102025728,0.0017,132492848,40251324,1643634048,-221774736,0.0148,0.0177,57.03959175,0.009579548,-47.9245283,-0.051234795,20190404
600895.SH,315815808,0.109999999,268004560,217746112,-49386924,501654048,1.815199971,0.840900004,56.0555924,0.064803072,-61.16504854,-0.055485498,20190404
600900.SH,37232222208,0.132499993,4739990528,900350464,27664832512,-8687718400,2.006999969,0.986500025,55.24531594,0.001123328,-61.53846154,0.002380952,20190404
600909.SH,1917696768,0.129999995,0,37782548,-4096152576,-720436032,3.709199905,1.047299981,65.43076589,0.019135791,-10.86956522,-0.090676884,20190404
600919.SH,25636106240,0.330000013,0,0,-1.12E+11,4570948096,2.959100008,0.195099995,51.96123541,0.005270052,-6.12244898,-0.019021739,20190404
600926.SH,10210561024,0.349999994,0,70800000,58476969984,-8147569152,3.049200058,0.195600003,52.06909814,0.008493377,-16.17647059,-0.012429379,20190404
600958.SH,10531511296,0.180000007,0,476783136,-14561084416,6467292672,2.369499922,0.544700027,55.65143571,0.01400699,-10.1010101,-0.071484682,20190404
600959.SH,5846894592,0.02,79771096,11809640,1506436352,-1945966080,0.382299989,0.268299997,57.06754089,0.008774471,-47,-0.043327556,20190404
600977.SH,6680272896,0.189999998,484235360,24157390,3107899136,-2816231168,3.027100086,2.253900051,62.39702529,0.008534108,-17.77777778,0.082640044,20190404
600999.SH,13353213952,0.287999988,0,845488576,-42554093568,-7631702528,2.567800045,0.672800004,55.93893076,0.00801164,-13.77952756,-0.02173913,20190404
601006.SH,41740562432,0.270000011,5700860416,2251409152,13998595072,-840081792,3.628200054,2.97239995,45.59659365,0.003294188,-11.9047619,-0.018757327,20190404
601009.SH,18567114752,0.389999986,0,343399008,-14475031552,-56307765248,4.065499783,0.261599988,70.53684383,0.009892189,-2.941176471,0.030162413,20190404
601012.SH,10846371840,0.219999999,890526720,19318740,713137664,-3126746624,3.585299969,1.618800044,53.58168154,0.011262328,-25.89285714,-0.147801009,20190404
601018.SH,18182916096,0.059999999,1228592000,818931968,2833854976,-939726016,1.963400006,1.209200025,66.04250889,0.004949724,-27.84810127,0.147751606,20190404
601021.SH,8423208448,0.519999981,670845696,1079551,1773570560,-2960609792,3.389300108,1.75909996,75.73261213,0.006958194,-20.2020202,-0.079545455,20190404
601088.SH,2.49E+11,0.633000016,18697000960,534000000,95151996928,13363000320,3.694299936,2.602600098,49.66869486,0.001679495,-33.5,-0.028320313,20190404
601099.SH,886551488,0.052000001,0,1918381.75,175467280,16187451,3.458199978,0.829900026,48.29060383,0.060444976,-26.08695652,0.011764706,20190404
601111.SH,1.21E+11,0.200000003,3972302080,-376263008,26389301248,-14652756992,3.029500008,1.233500004,72.42828968,0.008372288,-14.83870968,-0.13372582,20190404
601117.SH,38345388032,0.129999995,1062191616,7190134,-907925376,-723604544,1.860999942,0.683499992,61.94051887,0.009648844,-16.43835616,-0.049707602,20190404
601118.SH,8778469376,0.004,63250140,0,-282739424,-420905952,0.174500003,0.104400001,61.2252749,0.012595365,-25.86206897,-0.005163511,20190404
601155.SH,40525684736,0.090000004,328644128,226752960,-10485164032,244289296,0.673399985,0.062700003,61.81326833,0.009637661,-53.95799677,-0.070252724,20190404
601163.SH,6034729472,0.189999998,197649040,0,477245568,276138656,1.591899991,1.044800043,63.722785,0.008202938,-30.72625698,-0.021954674,20190404
